league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
ESP-La Liga,2025-26,Celta Vigo,Hugo Álvarez,ESP,"DF,MF",22-060,2003,0.8,33,38,86.8,525,160,14,17,82.4,18,18,100.0,1,2,50.0,0,0.0,0.0,0.0,1,2,1,0,6
ESP-La Liga,2025-26,Celta Vigo,Iago Aspas,ESP,"MF,FW",38-030,1987,1.9,63,81,77.8,1184,391,28,32,87.5,26,29,89.7,9,12,75.0,0,0.1,0.3,-0.1,4,6,5,0,17
ESP-La Liga,2025-26,Celta Vigo,Ilaix Moriba,GUI,MF,22-224,2003,3.0,106,117,90.6,1629,384,52,55,94.5,50,56,89.3,2,2,100.0,0,0.3,0.3,-0.3,2,9,3,0,12
ESP-La Liga,2025-26,Celta Vigo,Ionuț Radu,ROU,GK,28-095,1997,3.0,66,80,82.5,1515,1037,17,17,100.0,35,35,100.0,11,25,44.0,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Celta Vigo,Javi Rodríguez,ESP,DF,22-066,2003,2.3,144,158,91.1,2499,599,55,55,100.0,84,85,98.8,5,17,29.4,0,0.0,0.1,0.0,1,11,1,0,11
ESP-La Liga,2025-26,Celta Vigo,Javier Rueda Garcia,ESP,DF,23-115,2002,1.5,52,71,73.2,971,259,23,26,88.5,20,22,90.9,9,15,60.0,0,0.0,0.0,0.0,0,5,1,0,4
ESP-La Liga,2025-26,Celta Vigo,Jones El-Abdellaoui,MAR,"MF,DF",19-231,2006,0.4,21,26,80.8,320,36,11,13,84.6,8,9,88.9,1,1,100.0,0,0.1,0.1,-0.1,2,0,1,1,0
ESP-La Liga,2025-26,Celta Vigo,Manu Fernández,ESP,DF,24-130,2001,0.7,43,50,86.0,800,215,16,17,94.1,24,27,88.9,3,6,50.0,0,0.0,0.0,0.0,0,3,0,0,3
ESP-La Liga,2025-26,Celta Vigo,Marcos Alonso,ESP,DF,34-246,1990,2.4,176,199,88.4,3083,1218,76,80,95.0,84,92,91.3,14,22,63.6,0,0.0,0.2,0.0,0,20,1,0,21
ESP-La Liga,2025-26,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",29-304,1995,1.3,73,87,83.9,1216,272,28,29,96.6,43,50,86.0,1,5,20.0,0,0.0,0.0,0.0,0,6,0,0,4
ESP-La Liga,2025-26,Celta Vigo,Pablo Durán,ESP,"FW,MF",24-098,2001,1.9,21,35,60.0,350,99,8,9,88.9,11,16,68.8,2,5,40.0,0,0.0,0.1,0.0,0,2,3,0,6
ESP-La Liga,2025-26,Celta Vigo,Sergio Carreira,ESP,DF,24-322,2000,1.0,52,61,85.2,897,365,25,29,86.2,23,25,92.0,4,4,100.0,0,0.0,0.0,0.0,0,4,0,0,5
ESP-La Liga,2025-26,Celta Vigo,Williot Swedberg,SWE,"MF,FW",21-211,2004,1.4,19,25,76.0,364,108,7,8,87.5,11,14,78.6,1,1,100.0,0,0.1,0.1,-0.1,1,3,1,0,3
ESP-La Liga,2025-26,Celta Vigo,Yoel Lago,ESP,DF,21-159,2004,1.9,127,131,96.9,2294,1030,45,45,100.0,76,78,97.4,6,8,75.0,0,0.0,0.0,0.0,0,7,0,0,9
ESP-La Liga,2025-26,Celta Vigo,Óscar Mingueza,ESP,"DF,MF",26-110,1999,2.0,99,121,81.8,2021,653,34,39,87.2,48,52,92.3,16,26,61.5,0,0.4,0.6,-0.4,2,7,6,2,8
ESP-La Liga,2025-26,Elche,Aleix Febas,ESP,MF,29-210,1996,3.0,153,170,90.0,1981,396,101,106,95.3,34,38,89.5,6,7,85.7,0,0.0,0.1,0.0,0,18,0,0,18
ESP-La Liga,2025-26,Elche,Ali Houary,MAR,MF,20-026,2005,0.7,36,41,87.8,409,107,24,25,96.0,8,9,88.9,1,2,50.0,0,0.0,0.0,0.0,0,1,1,0,2
ESP-La Liga,2025-26,Elche,André Silva,POR,FW,29-298,1995,0.5,8,13,61.5,108,17,6,7,85.7,2,3,66.7,0,0,,0,0.2,0.1,-0.2,2,1,2,0,2
ESP-La Liga,2025-26,Elche,David Affengruber,AUT,DF,24-165,2001,3.0,214,233,91.8,3574,1146,99,105,94.3,100,105,95.2,11,17,64.7,0,0.0,0.1,0.0,0,14,2,0,17
ESP-La Liga,2025-26,Elche,Federico Redondo,ARG,MF,22-225,2003,0.1,10,12,83.3,134,26,5,6,83.3,5,6,83.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Elche,Germán Valera,ESP,"FW,DF",23-168,2002,2.8,111,137,81.0,1581,531,66,68,97.1,33,38,86.8,6,15,40.0,0,0.3,0.4,-0.3,6,6,4,1,12
ESP-La Liga,2025-26,Elche,Jairo Izquierdo,ESP,"MF,DF",31-313,1993,0.3,12,17,70.6,194,26,7,8,87.5,4,6,66.7,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Elche,John Donald,ESP,"DF,FW",25-001,2000,0.6,21,27,77.8,267,110,10,14,71.4,9,11,81.8,0,0,,0,0.0,0.0,0.0,0,1,0,0,2
ESP-La Liga,2025-26,Elche,Léo Pétrot,FRA,"DF,FW",28-138,1997,1.0,46,56,82.1,616,89,34,37,91.9,11,16,68.8,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,1
ESP-La Liga,2025-26,Elche,Marc Aguado,ESP,MF,25-190,2000,2.4,135,144,93.8,1997,625,72,74,97.3,54,55,98.2,4,5,80.0,0,0.0,0.0,0.0,0,14,0,0,14
ESP-La Liga,2025-26,Elche,Martim Neto,POR,MF,22-229,2003,0.8,39,44,88.6,423,98,25,26,96.2,8,9,88.9,0,1,0.0,1,0.3,0.2,0.7,2,6,0,0,3
ESP-La Liga,2025-26,Elche,Matías Dituro,ARG,GK,38-115,1987,3.0,141,178,79.2,3749,2879,32,32,100.0,63,65,96.9,46,81,56.8,0,0.0,0.0,0.0,0,4,0,0,0
ESP-La Liga,2025-26,Elche,Mourad El Ghezouani,MAR,FW,27-096,1998,0.6,11,15,73.3,85,20,11,12,91.7,0,1,0.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1
ESP-La Liga,2025-26,Elche,Núñez,ESP,"DF,FW",25-055,2000,3.0,135,152,88.8,2257,563,70,74,94.6,53,60,88.3,11,16,68.8,0,0.4,0.6,-0.4,4,6,3,2,13
ESP-La Liga,2025-26,Elche,Pedro Bigas,ESP,DF,34-350,1990,2.9,222,251,88.4,3742,1181,106,107,99.1,101,107,94.4,12,29,41.4,1,0.2,0.1,0.8,3,24,4,2,19
ESP-La Liga,2025-26,Elche,Rafa Mir,ESP,FW,28-074,1997,1.6,27,35,77.1,358,50,16,21,76.2,9,10,90.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,3
ESP-La Liga,2025-26,Elche,Rodrigo Mendoza,ESP,"MF,FW",20-169,2005,2.7,90,115,78.3,1429,334,44,53,83.0,32,37,86.5,7,16,43.8,0,0.1,0.1,-0.1,4,7,5,2,6
ESP-La Liga,2025-26,Elche,Víctor Chust,ESP,DF,25-179,2000,1.5,73,84,86.9,1326,276,27,28,96.4,36,40,90.0,9,15,60.0,0,0.0,0.0,0.0,0,7,1,0,5
ESP-La Liga,2025-26,Elche,Álvaro Rodríguez,URU,FW,21-048,2004,2.5,34,49,69.4,470,111,23,29,79.3,9,13,69.2,1,2,50.0,2,0.6,0.1,1.4,4,4,0,0,3
ESP-La Liga,2025-26,Espanyol,Antoniu,ESP,FW,22-360,2002,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Espanyol,Carlos Romero,ESP,DF,23-306,2001,2.0,46,63,73.0,790,249,21,25,84.0,17,25,68.0,5,7,71.4,0,0.2,0.1,-0.2,1,3,1,1,2
ESP-La Liga,2025-26,Espanyol,Edu Expósito,ESP,MF,29-030,1996,1.9,62,77,80.5,1032,424,31,33,93.9,23,26,88.5,7,14,50.0,1,1.1,0.6,-0.1,6,10,4,1,13
ESP-La Liga,2025-26,Espanyol,Fernando Calero,ESP,"DF,MF",29-351,1995,1.0,61,69,88.4,980,417,32,32,100.0,25,28,89.3,4,8,50.0,0,0.0,0.0,0.0,0,0,0,0,3
ESP-La Liga,2025-26,Espanyol,Javi Puado,ESP,FW,27-098,1998,2.0,48,61,78.7,765,135,27,32,84.4,18,24,75.0,2,4,50.0,0,0.1,0.1,-0.1,2,4,1,1,9
ESP-La Liga,2025-26,Espanyol,Jofre,ESP,FW,24-075,2001,0.5,6,7,85.7,83,33,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Espanyol,José Salinas,ESP,"FW,MF",24-335,2000,0.1,2,5,40.0,29,26,1,2,50.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Espanyol,Kiké,ESP,FW,35-279,1989,0.7,9,15,60.0,134,12,6,8,75.0,3,6,50.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
ESP-La Liga,2025-26,Espanyol,Leandro Cabrera,URU,DF,34-075,1991,2.0,55,69,79.7,1110,391,13,14,92.9,36,41,87.8,5,13,38.5,0,0.0,0.0,0.0,0,2,0,0,2
ESP-La Liga,2025-26,Espanyol,Marko Dmitrović,SRB,GK,33-219,1992,2.0,42,74,56.8,1185,942,13,13,100.0,16,16,100.0,12,44,27.3,0,0.0,0.0,0.0,0,2,0,0,0
ESP-La Liga,2025-26,Espanyol,Miguel Ángel Rubio,ESP,DF,27-173,1998,1.3,36,44,81.8,536,215,18,19,94.7,16,19,84.2,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,1
ESP-La Liga,2025-26,Espanyol,Omar El Hilali,MAR,DF,21-353,2003,2.0,87,114,76.3,1456,578,42,47,89.4,37,46,80.4,7,18,38.9,1,0.0,0.1,1.0,1,6,2,1,10
ESP-La Liga,2025-26,Espanyol,Pere Milla,ESP,MF,32-342,1992,1.0,21,28,75.0,311,60,13,17,76.5,7,7,100.0,1,3,33.3,0,0.0,0.0,0.0,0,1,1,0,3
ESP-La Liga,2025-26,Espanyol,Pol Lozano,ESP,MF,25-329,1999,1.8,57,75,76.0,925,267,26,34,76.5,25,29,86.2,4,7,57.1,0,0.0,0.0,0.0,1,5,0,0,9
ESP-La Liga,2025-26,Espanyol,Ramón Terrats,ESP,MF,24-317,2000,0.7,11,16,68.8,164,22,3,5,60.0,7,8,87.5,0,1,0.0,0,0.3,0.0,-0.3,1,0,1,0,1
ESP-La Liga,2025-26,Espanyol,Roberto Férnandez,ESP,"FW,MF",23-059,2002,1.6,16,24,66.7,206,33,8,14,57.1,6,6,100.0,0,0,,1,0.3,0.3,0.7,1,1,0,0,2
ESP-La Liga,2025-26,Espanyol,Tyrhys Dolan,ENG,FW,23-246,2001,1.4,22,33,66.7,450,91,11,14,78.6,7,12,58.3,4,6,66.7,0,0.2,0.3,-0.2,3,1,3,3,2
ESP-La Liga,2025-26,Getafe,Adrián Liso,ESP,"FW,MF",20-151,2005,2.9,36,47,76.6,486,87,24,25,96.0,7,12,58.3,2,4,50.0,0,0.0,0.1,0.0,0,1,0,0,2
ESP-La Liga,2025-26,Getafe,Alex Sola,ESP,FW,26-083,1999,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Getafe,Borja Mayoral,ESP,FW,28-148,1997,0.4,2,3,66.7,41,2,1,1,100.0,0,1,0.0,1,1,100.0,0,0.1,0.0,-0.1,1,0,0,0,0
ESP-La Liga,2025-26,Getafe,Christantus Uche,NGA,FW,22-104,2003,3.0,29,46,63.0,358,89,21,24,87.5,5,14,35.7,1,2,50.0,1,0.4,0.5,0.6,4,0,1,0,4
ESP-La Liga,2025-26,Getafe,Coba da Costa,ESP,MF,23-036,2002,0.4,5,14,35.7,47,1,3,4,75.0,1,5,20.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Getafe,David Soria,ESP,GK,32-149,1993,3.0,29,84,34.5,1444,1288,1,1,100.0,5,5,100.0,23,76,30.3,0,0.0,0.0,0.0,0,4,0,0,0
ESP-La Liga,2025-26,Getafe,Davinchi,ESP,DF,17-319,2007,2.6,73,105,69.5,1197,578,41,49,83.7,23,31,74.2,7,15,46.7,0,0.0,0.4,0.0,1,4,1,0,5
ESP-La Liga,2025-26,Getafe,Diego Rico,ESP,DF,32-189,1993,3.0,71,91,78.0,1375,681,28,29,96.6,32,38,84.2,10,21,47.6,0,0.1,0.1,-0.1,2,12,1,1,7
ESP-La Liga,2025-26,Getafe,Djené,TOG,DF,33-243,1991,3.0,67,79,84.8,1164,355,29,30,96.7,32,39,82.1,5,7,71.4,0,0.0,0.0,0.0,1,5,0,0,7
ESP-La Liga,2025-26,Getafe,Domingos Duarte,POR,DF,30-174,1995,2.0,28,41,68.3,644,264,10,13,76.9,14,18,77.8,4,10,40.0,0,0.0,0.0,0.0,0,3,0,0,3
ESP-La Liga,2025-26,Getafe,Iglesias,ESP,DF,27-059,1998,3.0,65,97,67.0,1230,584,29,34,85.3,22,33,66.7,11,24,45.8,0,0.0,0.1,0.0,0,8,3,2,9
ESP-La Liga,2025-26,Getafe,Ismael Bekhoucha,MAR,DF,20-284,2004,1.0,10,18,55.6,214,130,5,8,62.5,3,5,60.0,2,3,66.7,1,1.0,0.0,0.0,1,2,0,0,2
ESP-La Liga,2025-26,Getafe,Luis Milla,ESP,MF,30-328,1994,3.0,103,122,84.4,1849,554,44,48,91.7,42,47,89.4,15,25,60.0,2,0.5,0.4,1.5,7,15,2,0,10
ESP-La Liga,2025-26,Getafe,Mario Martín,ESP,MF,21-179,2004,2.6,55,72,76.4,1108,179,17,24,70.8,32,35,91.4,5,8,62.5,0,0.1,0.1,-0.1,1,5,1,0,7
ESP-La Liga,2025-26,Getafe,Mauro Arambarri,URU,MF,29-335,1995,3.0,46,59,78.0,780,150,22,26,84.6,17,21,81.0,5,8,62.5,0,0.1,0.0,-0.1,1,2,1,0,7
ESP-La Liga,2025-26,Girona,Arnau Martinez,ESP,DF,22-128,2003,1.3,59,77,76.6,1008,199,28,31,90.3,23,30,76.7,7,11,63.6,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Girona,Axel Witsel,BEL,MF,36-231,1989,0.9,37,43,86.0,535,159,27,28,96.4,9,12,75.0,1,2,50.0,0,0.0,0.0,0.0,0,1,1,0,4
ESP-La Liga,2025-26,Girona,Bojan Miovski,MKD,FW,26-068,1999,0.5,2,3,66.7,24,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Girona,Cristhian Stuani,URU,FW,38-323,1986,0.7,6,8,75.0,82,3,4,4,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Girona,Daley Blind,NED,"DF,MF",35-175,1990,1.9,116,127,91.3,2337,699,44,46,95.7,58,61,95.1,14,18,77.8,0,0.1,0.3,-0.1,2,19,5,1,13
ESP-La Liga,2025-26,Girona,David López,ESP,DF,35-326,1989,2.2,152,173,87.9,2919,1089,50,50,100.0,81,85,95.3,17,31,54.8,0,0.0,0.0,0.0,0,8,0,0,13
ESP-La Liga,2025-26,Girona,Dawda Camara,MTN,FW,22-300,2002,0.8,7,9,77.8,148,10,2,3,66.7,4,4,100.0,1,2,50.0,0,0.1,0.0,-0.1,1,1,1,0,2
ESP-La Liga,2025-26,Girona,Hugo Rincón,ESP,DF,22-216,2003,1.7,56,72,77.8,755,193,28,33,84.8,24,29,82.8,0,2,0.0,0,0.5,0.0,-0.5,2,3,0,0,5
ESP-La Liga,2025-26,Girona,Iván Martín,ESP,MF,26-198,1999,1.2,62,73,84.9,1107,297,22,24,91.7,33,37,89.2,6,8,75.0,0,0.1,0.0,-0.1,2,9,0,0,9
ESP-La Liga,2025-26,Girona,Jhon Solis,COL,MF,20-332,2004,1.9,80,89,89.9,1279,299,38,41,92.7,35,37,94.6,4,7,57.1,0,0.0,0.0,0.0,0,8,0,0,6
ESP-La Liga,2025-26,Girona,Joel Roca,ESP,"MF,FW",20-085,2005,3.0,53,73,72.6,809,110,32,35,91.4,15,22,68.2,4,5,80.0,0,0.0,0.1,0.0,0,2,2,0,3
ESP-La Liga,2025-26,Girona,Krapyvtsov Vladyslav,UKR,GK,20-067,2005,1.5,33,47,70.2,908,667,8,8,100.0,14,14,100.0,11,25,44.0,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Girona,Ladislav Krejčí,CZE,DF,26-133,1999,2.0,92,104,88.5,1526,560,39,43,90.7,49,51,96.1,2,7,28.6,0,0.0,0.0,0.0,0,5,0,0,6
ESP-La Liga,2025-26,Girona,Paulo Gazzaniga,ARG,GK,33-241,1992,1.5,41,52,78.8,962,627,9,10,90.0,24,24,100.0,8,17,47.1,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Girona,Portu,ESP,"FW,MF",33-102,1992,1.1,20,27,74.1,291,76,10,12,83.3,6,6,100.0,2,3,66.7,0,0.2,0.5,-0.2,3,1,0,0,2
ESP-La Liga,2025-26,Girona,Thomas Lemar,FRA,"MF,FW",29-292,1995,1.6,65,83,78.3,1073,235,27,30,90.0,29,33,87.9,5,15,33.3,0,0.2,0.2,-0.2,5,6,1,0,15
ESP-La Liga,2025-26,Girona,Viktor Tsyhankov,UKR,"MF,FW",27-289,1997,1.9,37,57,64.9,408,39,24,29,82.8,10,15,66.7,0,7,0.0,1,0.3,0.3,0.7,3,2,0,0,1
ESP-La Liga,2025-26,Girona,Vitor Reis,BRA,DF,19-231,2006,2.4,124,142,87.3,2170,652,45,49,91.8,70,75,93.3,8,15,53.3,0,0.2,0.0,-0.2,1,11,0,0,18
ESP-La Liga,2025-26,Girona,Yangel Herrera,VEN,MF,27-229,1998,1.2,35,46,76.1,664,139,14,18,77.8,16,19,84.2,5,7,71.4,0,0.0,0.0,0.0,0,4,1,1,2
ESP-La Liga,2025-26,Girona,Yaser Asprilla,COL,FW,21-285,2003,1.6,33,44,75.0,669,193,11,11,100.0,14,19,73.7,7,11,63.6,0,0.6,0.2,-0.6,2,2,4,1,7
ESP-La Liga,2025-26,Girona,Álex Moreno,ESP,DF,32-084,1993,1.5,53,65,81.5,863,296,27,31,87.1,25,32,78.1,1,2,50.0,0,0.0,0.0,0.0,0,4,1,0,12
ESP-La Liga,2025-26,Levante,Adrián de la Fuente,ESP,DF,26-186,1999,3.0,74,118,62.7,1563,698,29,33,87.9,29,37,78.4,15,38,39.5,0,0.0,0.0,0.0,2,10,0,0,4
ESP-La Liga,2025-26,Levante,Brugui,ESP,"MF,FW",28-300,1996,2.8,20,28,71.4,284,48,16,19,84.2,1,3,33.3,2,2,100.0,0,0.1,0.0,-0.1,1,3,1,1,0
ESP-La Liga,2025-26,Levante,Carlos Espí,ESP,FW,20-038,2005,0.3,4,6,66.7,47,4,3,4,75.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Levante,Carlos Álvarez,ESP,MF,22-025,2003,1.2,20,34,58.8,378,166,7,11,63.6,11,17,64.7,2,4,50.0,0,0.1,0.2,-0.1,1,7,3,0,6
ESP-La Liga,2025-26,Levante,Diego Pampín,ESP,DF,25-169,2000,0.3,11,20,55.0,126,27,7,10,70.0,3,4,75.0,0,3,0.0,0,0.0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2025-26,Levante,Iker Losada,ESP,MF,24-030,2001,0.3,8,12,66.7,113,43,4,5,80.0,3,4,75.0,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,2
ESP-La Liga,2025-26,Levante,Iván Romero,ESP,FW,24-143,2001,2.6,29,43,67.4,487,85,14,18,77.8,10,13,76.9,3,4,75.0,0,0.4,0.1,-0.4,4,2,3,1,4
ESP-La Liga,2025-26,Levante,Jeremy Toljan,GER,DF,31-023,1994,2.7,47,80,58.8,719,352,28,38,73.7,14,21,66.7,3,12,25.0,1,0.7,0.2,0.3,5,0,2,1,3
ESP-La Liga,2025-26,Levante,Jorge Cabello,ESP,DF,21-128,2004,2.7,42,51,82.4,798,291,13,14,92.9,23,24,95.8,5,12,41.7,0,0.0,0.0,0.0,0,4,0,0,6
ESP-La Liga,2025-26,Levante,José Luis Morales,ESP,"MF,FW",38-039,1987,1.4,15,21,71.4,231,93,8,11,72.7,7,9,77.8,0,1,0.0,0,0.0,0.0,0.0,0,3,1,0,4
ESP-La Liga,2025-26,Levante,Manu Sánchez,ESP,DF,25-007,2000,2.6,44,57,77.2,761,309,24,27,88.9,15,18,83.3,4,7,57.1,0,0.5,0.1,-0.5,2,4,2,1,8
ESP-La Liga,2025-26,Levante,Mathew Ryan,AUS,GK,33-145,1992,1.0,22,28,78.6,628,451,4,4,100.0,12,12,100.0,6,12,50.0,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Levante,Matias Moreno,ARG,DF,21-341,2003,0.1,2,3,66.7,54,15,0,0,,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Levante,Olasagasti,ESP,"FW,MF",25-015,2000,0.3,14,16,87.5,282,111,7,7,100.0,4,4,100.0,3,5,60.0,0,0.1,0.1,-0.1,1,2,0,0,3
ESP-La Liga,2025-26,Levante,Oriol Rey,ESP,MF,27-187,1998,3.0,44,63,69.8,711,222,20,22,90.9,18,24,75.0,4,8,50.0,0,0.0,0.1,0.0,1,2,1,1,4
ESP-La Liga,2025-26,Levante,Pablo Cuñat,ESP,GK,23-125,2002,2.0,43,71,60.6,1325,952,8,8,100.0,16,16,100.0,19,46,41.3,0,0.0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2025-26,Levante,Pablo Martínez,ESP,MF,27-190,1998,2.9,58,78,74.4,1123,351,26,30,86.7,19,22,86.4,10,22,45.5,0,0.1,0.1,-0.1,2,6,1,1,6
ESP-La Liga,2025-26,Levante,Sergio Lozano,ESP,MF,26-160,1999,0.1,7,7,100.0,75,25,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,2
ESP-La Liga,2025-26,Levante,Unai Elgezabal,ESP,DF,32-128,1993,3.0,56,72,77.8,1142,531,18,22,81.8,29,31,93.5,9,18,50.0,0,0.0,0.0,0.0,0,3,0,0,5
ESP-La Liga,2025-26,Levante,Víctor García,ESP,"MF,DF",27-349,1997,0.9,18,29,62.1,342,132,8,9,88.9,8,12,66.7,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,2
ESP-La Liga,2025-26,Mallorca,Abdón Prats,ESP,FW,32-267,1992,0.3,2,2,100.0,40,3,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Mallorca,Antonio Raillo,ESP,DF,33-327,1991,3.0,113,126,89.7,2156,754,42,46,91.3,57,60,95.0,13,18,72.2,0,0.0,0.0,0.0,0,11,0,0,8
ESP-La Liga,2025-26,Mallorca,Antonio Sánchez,ESP,"MF,DF",28-242,1997,1.6,43,47,91.5,683,213,23,23,100.0,16,19,84.2,3,4,75.0,0,0.0,0.0,0.0,0,0,0,0,2
ESP-La Liga,2025-26,Mallorca,Dani Rodríguez,ESP,MF,37-086,1988,0.8,15,23,65.2,211,53,8,10,80.0,5,8,62.5,1,3,33.3,0,0.0,0.0,0.0,1,2,0,0,1
ESP-La Liga,2025-26,Mallorca,Jan Salas,ESP,MF,20-021,2005,0.2,6,10,60.0,183,92,1,2,50.0,3,4,75.0,2,2,100.0,0,0.0,0.0,0.0,0,3,1,0,4
ESP-La Liga,2025-26,Mallorca,Jan Virgili,ESP,MF,19-036,2006,0.0,2,2,100.0,9,1,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2025-26,Mallorca,Johan Mojica,COL,DF,33-010,1992,2.1,66,97,68.0,1143,542,37,41,90.2,23,29,79.3,6,21,28.6,0,0.2,0.5,-0.2,2,3,3,2,2
ESP-La Liga,2025-26,Mallorca,Leo Román,ESP,GK,25-056,2000,3.0,58,107,54.2,1955,1619,8,8,100.0,26,26,100.0,24,73,32.9,0,0.0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2025-26,Mallorca,Manu Morlanes,ESP,MF,26-231,1999,1.3,52,59,88.1,864,300,25,26,96.2,23,26,88.5,4,5,80.0,0,0.0,0.0,0.0,0,7,0,0,8
ESP-La Liga,2025-26,Mallorca,Marash Kumbulla,ALB,DF,25-204,2000,1.5,70,87,80.5,1334,514,23,25,92.0,36,43,83.7,10,15,66.7,0,0.0,0.0,0.0,1,5,0,0,4
ESP-La Liga,2025-26,Mallorca,Marc Domenech,ESP,FW,19-242,2006,0.3,1,2,50.0,10,8,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1
ESP-La Liga,2025-26,Mallorca,Martin Valjent,SVK,DF,29-263,1995,3.0,88,108,81.5,1645,526,35,37,94.6,45,48,93.8,8,21,38.1,0,0.0,0.0,0.0,0,6,1,0,7
ESP-La Liga,2025-26,Mallorca,Mateo Joseph,ESP,"FW,MF",21-316,2003,2.2,22,27,81.5,318,60,10,12,83.3,9,9,100.0,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,2
ESP-La Liga,2025-26,Mallorca,Mateu Morey,ESP,DF,25-182,2000,2.4,71,94,75.5,1470,523,21,23,91.3,42,49,85.7,8,17,47.1,0,0.2,0.2,-0.2,2,10,3,1,9
ESP-La Liga,2025-26,Mallorca,Omar Mascarell,EQG,MF,32-210,1993,1.2,41,46,89.1,726,211,20,22,90.9,17,18,94.4,4,5,80.0,0,0.0,0.0,0.0,1,6,0,0,2
ESP-La Liga,2025-26,Mallorca,Pablo Torre,ESP,MF,22-150,2003,2.1,67,87,77.0,1123,333,38,42,90.5,20,29,69.0,8,12,66.7,1,0.1,0.2,0.9,3,11,3,1,11
ESP-La Liga,2025-26,Mallorca,Samu Costa,POR,MF,24-277,2000,0.3,14,15,93.3,244,84,6,6,100.0,7,7,100.0,1,2,50.0,0,0.0,0.0,0.0,0,3,1,1,1
ESP-La Liga,2025-26,Mallorca,Sergi Darder,ESP,"MF,FW",31-252,1993,2.9,84,106,79.2,1772,498,35,37,94.6,32,37,86.5,16,29,55.2,0,0.5,0.8,-0.5,6,4,1,0,8
ESP-La Liga,2025-26,Mallorca,Takuma Asano,JPN,FW,30-294,1994,1.3,14,23,60.9,164,35,11,16,68.8,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,2
ESP-La Liga,2025-26,Mallorca,Toni Lato,ESP,DF,27-283,1997,0.9,37,43,86.0,608,138,19,22,86.4,16,19,84.2,2,2,100.0,0,0.0,0.0,0.0,1,2,0,0,3
ESP-La Liga,2025-26,Mallorca,Vedat Muriqi,KVX,FW,31-129,1994,1.4,17,28,60.7,258,30,12,17,70.6,5,8,62.5,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
ESP-La Liga,2025-26,Osasuna,Abel,ESP,DF,25-010,2000,1.0,16,27,59.3,237,44,13,15,86.7,3,7,42.9,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,1
ESP-La Liga,2025-26,Osasuna,Aimar Oroz,ESP,MF,23-277,2001,1.7,60,68,88.2,992,212,34,34,100.0,19,24,79.2,5,5,100.0,0,0.2,0.1,-0.2,4,4,4,0,10
